X1,X2,X3,Y
1,19,7,23
1,19,8,22
1,19,9,23
1,19,10,24
1,19,11,25
1,19,12,24
1,19,13,24
1,19,14,24
1,19,15,24
1,19,16,25
1,19,17,27
1,19,18,26
1,19,19,26
1,19,20,26
1,20,1,22
1,20,2,21
1,20,3,21
1,20,4,20
1,20,5,22
1,20,6,24
1,20,7,23
1,20,8,23
1,20,9,25
1,20,10,24
1,20,11,25
1,20,12,26
1,20,13,25
1,20,14,26
1,20,15,25
1,20,16,27
1,20,17,27
1,20,18,27
1,20,19,26
1,20,20,26
1,21,1,21
1,21,2,22
1,21,3,22
1,21,4,21
1,21,5,22
1,21,6,23
1,21,7,23
1,21,8,24
1,21,9,25
1,21,10,25
1,21,11,25
1,21,12,25
1,21,13,25
1,21,14,24
1,21,15,25
1,21,16,27
1,21,17,26
1,21,18,27
1,21,19,26
1,21,20,26
1,22,1,18
1,22,2,20
1,22,3,20
1,22,4,18
1,22,5,22
1,22,6,21
1,22,7,23
1,22,8,21
1,22,9,23
1,22,10,24
1,22,11,25
1,22,12,24
1,22,13,25
1,22,14,25
1,22,15,28
1,22,16,27
1,22,17,27
1,22,18,27
1,22,19,26
1,22,20,25
1,23,1,22
1,23,2,19
1,23,3,23
1,23,4,22
1,23,5,21
1,23,6,20
1,23,7,21
1,23,8,22
1,23,9,23
1,23,10,24
1,23,11,24
1,23,12,26
1,23,13,26
1,23,14,27
1,23,15,25
1,23,16,26
1,23,17,26
1,23,18,26
1,23,19,27
1,23,20,27
1,24,1,19
1,24,2,22
1,24,3,20
1,24,4,23
1,24,5,21
1,24,6,24
1,24,7,23
1,24,8,22
1,24,9,24
1,24,10,25
1,24,11,27
1,24,12,25
1,24,13,25
1,24,14,26
1,24,15,26
1,24,16,26
1,24,17,26
1,24,18,27
1,24,19,27
1,24,20,27
1,1,1,22
1,1,2,21
1,1,3,21
1,1,4,22
1,1,5,19
1,1,6,23
1,1,7,24
1,1,8,23
1,1,9,23
1,1,10,24
1,1,11,25
1,1,12,25
1,1,13,26
1,1,14,25
1,1,15,26
1,1,16,26
1,1,17,28
1,1,18,26
1,1,19,27
1,1,20,27
1,2,1,21
1,2,2,21
1,2,3,22
1,2,4,23
1,2,5,20
1,2,6,23
1,2,7,24
1,2,8,24
1,2,9,24
1,2,10,25
1,2,11,26
1,2,12,26
1,2,13,23
1,2,14,26
1,2,15,26
1,2,16,26
1,2,17,27
1,2,18,26
1,2,19,26
1,2,20,27
2,12,1,28
2,12,2,26
2,12,3,27
2,12,4,25
2,12,5,26
2,12,6,26
2,12,7,26
2,12,8,27
2,12,9,27
2,12,10,26
2,12,11,27
2,12,12,28
2,12,13,27
2,12,14,27
2,12,15,28
2,12,16,28
2,12,17,29
2,12,18,29
2,12,19,29
2,12,20,29
2,13,1,24
2,13,2,27
2,13,3,27
2,13,4,27
2,13,5,27
2,13,6,27
2,13,7,27
2,13,8,26
2,13,9,26
2,13,10,28
2,13,11,28
2,13,12,29
2,13,13,28
2,13,14,28
2,13,15,27
2,13,16,29
2,13,17,28
2,13,18,28
2,13,19,28
2,13,20,28
2,14,1,26
2,14,2,28
2,14,3,25
2,14,4,26
2,14,5,27
2,14,6,27
2,14,7,26
2,14,8,27
2,14,9,27
2,14,10,27
2,14,11,27
2,14,12,28
2,14,13,28
2,14,14,28
2,14,15,28
2,14,16,28
2,14,17,28
2,14,18,29
2,14,19,29
2,14,20,27
2,15,1,25
2,15,2,25
2,15,3,26
2,15,4,27
2,15,5,25
2,15,6,25
2,15,7,27
2,15,8,28
2,15,9,27
2,15,10,26
2,15,11,28
2,15,12,28
2,15,13,28
2,15,14,28
2,15,15,28
2,15,16,29
2,15,17,28
2,15,18,28
2,15,19,28
2,15,20,28
2,16,1,25
2,16,2,24
2,16,3,26
2,16,4,26
2,16,5,26
2,16,6,26
2,16,7,28
2,16,8,27
2,16,9,27
2,16,10,27
2,16,11,29
2,16,12,28
2,16,13,27
2,16,14,27
2,16,15,28
2,16,16,28
2,16,17,28
2,16,18,28
2,16,19,29
2,16,20,28
2,17,1,26
2,17,2,24
2,17,3,23
2,17,4,25
2,17,5,25
2,17,6,25
2,17,7,27
2,17,8,26
2,17,9,27
2,17,10,26
2,17,11,27
2,17,12,27
2,17,13,26
2,17,14,28
2,17,15,28
2,17,16,28
2,17,17,28
2,17,18,28
2,17,19,29
2,17,20,28
2,18,1,18
2,18,2,21
2,18,3,22
2,18,4,18
2,18,5,21
2,18,6,22
2,18,7,22
2,18,8,22
2,18,9,22
2,18,10,23
2,18,11,25
2,18,12,24
2,18,13,25
2,18,14,26
2,18,15,25
2,18,16,26
2,18,17,27
2,18,18,25
2,18,19,26
2,18,20,26
2,19,1,21
2,19,2,22
2,19,3,21
2,19,4,20
2,19,5,22
2,19,6,22
2,19,7,23
2,19,8,23
2,19,9,24
2,19,10,25
2,19,11,24
2,19,12,26
2,19,13,24
2,19,14,23
2,19,15,24
2,19,16,25
2,19,17,26
2,19,18,26
2,19,19,26
2,19,20,26
2,20,1,19
2,20,2,22
2,20,3,20
2,20,4,23
2,20,5,23
2,20,6,25
2,20,7,24
2,20,8,24
2,20,9,25
2,20,10,24
2,20,11,25
2,20,12,25
2,20,13,26
2,20,14,26
2,20,15,27
2,20,16,26
2,20,17,27
2,20,18,26
2,20,19,26
2,20,20,27
2,21,1,19
2,21,2,21
2,21,3,24
2,21,4,23
2,21,5,21
2,21,6,22
2,21,7,21
2,21,8,23
2,21,9,24
2,21,10,24
2,21,11,26
2,21,12,26
2,21,13,26
2,21,14,25
2,21,15,25
2,21,16,24
2,21,17,26
2,21,18,27
2,21,19,26
2,21,20,25
2,22,1,21
2,22,2,21
2,22,3,22
2,22,4,20
2,22,5,21
2,22,6,22
2,22,7,23
2,22,8,22
2,22,9,22
2,22,10,24
2,22,11,26
2,22,12,25
2,22,13,24
2,22,14,25
2,22,15,24
2,22,16,27
2,22,17,26
2,22,18,25
2,22,19,25
2,22,20,26
2,23,1,20
2,23,2,20
2,23,3,23
2,23,4,21
2,23,5,22
2,23,6,23
2,23,7,25
2,23,8,25
2,23,9,25
2,23,10,25
2,23,11,25
2,23,12,24
2,23,13,26
2,23,14,25
2,23,15,25
2,23,16,27
2,23,17,28
2,23,18,26
2,23,19,27
2,23,20,27
2,24,1,18
2,24,2,22
2,24,3,22
2,24,4,20
2,24,5,24
2,24,6,23
2,24,7,22
2,24,8,23
2,24,9,23
2,24,10,25
2,24,11,25
2,24,12,27
2,24,13,25
2,24,14,26
2,24,15,25
2,24,16,27
2,24,17,26
2,24,18,26
2,24,19,26
2,24,20,27
2,1,1,23
2,1,2,20
2,1,3,23
2,1,4,20
2,1,5,22
2,1,6,24
2,1,7,23
2,1,8,25
2,1,9,24
2,1,10,24
2,1,11,25
2,1,12,25
2,1,13,26
2,1,14,27
2,1,15,25
2,1,16,25
2,1,17,27
2,1,18,27
2,1,19,26
2,1,20,27
2,2,1,20
2,2,2,21
2,2,3,22
2,2,4,23
2,2,5,23
2,2,6,25
2,2,7,24
2,2,8,23
2,2,9,24
2,2,10,23
2,2,11,24
2,2,12,25
2,2,13,26
2,2,14,27
2,2,15,24
2,2,16,27
2,2,17,26
2,2,18,27
2,2,19,26
2,2,20,26
3,12,1,25
3,12,2,23
3,12,3,26
3,12,4,25
3,12,5,25
3,12,6,26
3,12,7,25
3,12,8,26
3,12,9,27
3,12,10,27
3,12,11,26
3,12,12,27
3,12,13,28
3,12,14,28
3,12,15,28
3,12,16,28
3,12,17,28
3,12,18,28
3,12,19,27
3,12,20,28
3,13,1,24
3,13,2,25
3,13,3,22
3,13,4,25
3,13,5,25
3,13,6,25
3,13,7,26
3,13,8,27
3,13,9,27
3,13,10,26
3,13,11,26
3,13,12,28
3,13,13,28
3,13,14,28
3,13,15,27
3,13,16,28
3,13,17,28
3,13,18,28
3,13,19,28
3,13,20,28
3,14,1,25
3,14,2,24
3,14,3,26
3,14,4,25
3,14,5,26
3,14,6,24
3,14,7,26
3,14,8,27
3,14,9,27
3,14,10,28
3,14,11,27
3,14,12,27
3,14,13,27
3,14,14,28
3,14,15,26
3,14,16,28
3,14,17,28
3,14,18,28
3,14,19,28
3,14,20,28
3,15,1,24
3,15,2,23
3,15,3,25
3,15,4,26
3,15,5,26
3,15,6,26
3,15,7,25
3,15,8,27
3,15,9,27
3,15,10,27
3,15,11,28
3,15,12,28
3,15,13,27
3,15,14,28
3,15,15,27
3,15,16,28
3,15,17,28
3,15,18,28
3,15,19,28
3,15,20,28
3,16,1,25
3,16,2,24
3,16,3,26
3,16,4,25
3,16,5,24
3,16,6,25
3,16,7,26
3,16,8,25
3,16,9,26
3,16,10,27
3,16,11,28
3,16,12,28
3,16,13,27
3,16,14,26
3,16,15,27
3,16,16,29
3,16,17,27
3,16,18,28
3,16,19,28
3,16,20,28
3,17,1,22
3,17,2,22
3,17,3,24
3,17,4,22
3,17,5,24
3,17,6,24
3,17,7,26
3,17,8,24
3,17,9,26
3,17,10,26
3,17,11,26
3,17,12,27
3,17,13,25
3,17,14,26
3,17,15,27
3,17,16,27
3,17,17,27
3,17,18,27
3,17,19,26
3,17,20,28
3,18,1,18
3,18,2,17
3,18,3,18
3,18,4,21
3,18,5,18
3,18,6,19
3,18,7,19
3,18,8,22
3,18,9,23
3,18,10,22
3,18,11,23
3,18,12,24
3,18,13,22
3,18,14,24
3,18,15,24
3,18,16,25
3,18,17,26
3,18,18,26
3,18,19,26
3,18,20,26
3,19,1,20
3,19,2,15
3,19,3,21
3,19,4,19
3,19,5,17
3,19,6,19
3,19,7,21
3,19,8,21
3,19,9,23
3,19,10,21
3,19,11,25
3,19,12,25
3,19,13,25
3,19,14,24
3,19,15,24
3,19,16,26
3,19,17,26
3,19,18,25
3,19,19,25
3,19,20,26
3,20,1,19
3,20,2,19
3,20,3,20
3,20,4,20
3,20,5,20
3,20,6,22
3,20,7,24
3,20,8,20
3,20,9,25
3,20,10,23
3,20,11,23
3,20,12,25
3,20,13,24
3,20,14,24
3,20,15,26
3,20,16,26
3,20,17,27
3,20,18,26
3,20,19,26
3,20,20,27
3,21,1,19
3,21,2,22
3,21,3,20
3,21,4,20
3,21,5,22
3,21,6,21
3,21,7,21
3,21,8,23
3,21,9,22
3,21,10,23
3,21,11,25
3,21,12,24
3,21,13,26
3,21,14,25
3,21,15,24
3,21,16,26
3,21,17,26
3,21,18,26
3,21,19,26
3,21,20,26
3,22,1,18
3,22,2,20
3,22,3,21
3,22,4,20
3,22,5,19
3,22,6,21
3,22,7,20
3,22,8,20
3,22,9,23
3,22,10,22
3,22,11,25
3,22,12,24
3,22,13,23
3,22,14,25
3,22,15,23
3,22,16,24
3,22,17,25
3,22,18,25
3,22,19,26
3,22,20,25
3,23,1,21
3,23,2,20
3,23,3,21
3,23,4,21
3,23,5,21
3,23,6,22
3,23,7,21
3,23,8,22
3,23,9,25
3,23,10,23
3,23,11,25
3,23,12,25
3,23,13,25
3,23,14,24
3,23,15,23
3,23,16,26
3,23,17,24
3,23,18,26
3,23,19,25
3,23,20,26
3,24,1,21
3,24,2,19
3,24,3,19
3,24,4,19
3,24,5,22
3,24,6,21
3,24,7,23
3,24,8,22
3,24,9,23
3,24,10,25
3,24,11,25
3,24,12,25
3,24,13,25
3,24,14,24
3,24,15,25
3,24,16,26
3,24,17,26
3,24,18,25
3,24,19,27
3,24,20,26
3,1,1,20
3,1,2,20
3,1,3,18
3,1,4,20
3,1,5,20
3,1,6,20
3,1,7,22
3,1,8,21
3,1,9,22
3,1,10,23
3,1,11,26
3,1,12,24
3,1,13,24
3,1,14,24
3,1,15,24
3,1,16,27
3,1,17,26
3,1,18,25
3,1,19,27
3,1,20,26
3,2,1,18
3,2,2,20
3,2,3,22
3,2,4,22
3,2,5,22
3,2,6,21
3,2,7,20
3,2,8,23
3,2,9,22
3,2,10,23
3,2,11,24
3,2,12,24
3,2,13,23
3,2,14,25
3,2,15,23
3,2,16,26
3,2,17,27
3,2,18,26
3,2,19,25
3,2,20,26
4,12,1,24
4,12,2,22
4,12,3,23
4,12,4,24
4,12,5,24
4,12,6,24
4,12,7,25
4,12,8,24
4,12,9,26
4,12,10,25
4,12,11,27
4,12,12,27
4,12,13,26
4,12,14,27
4,12,15,26
4,12,16,27
4,12,17,28
4,12,18,27
4,12,19,27
4,12,20,27
4,13,1,22
4,13,2,24
4,13,3,22
4,13,4,23
4,13,5,23
4,13,6,26
4,13,7,24
4,13,8,25
4,13,9,27
4,13,10,27
4,13,11,27
4,13,12,25
4,13,13,26
4,13,14,27
4,13,15,26
4,13,16,27
4,13,17,28
4,13,18,26
4,13,19,27
4,13,20,28
4,14,1,23
4,14,2,23
4,14,3,23
4,14,4,24
4,14,5,24
4,14,6,24
4,14,7,25
4,14,8,26
4,14,9,26
4,14,10,26
4,14,11,27
4,14,12,26
4,14,13,27
4,14,14,27
4,14,15,26
4,14,16,27
4,14,17,28
4,14,18,27
4,14,19,27
4,14,20,28
4,15,1,22
4,15,2,23
4,15,3,23
4,15,4,23
4,15,5,24
4,15,6,25
4,15,7,26
4,15,8,26
4,15,9,26
4,15,10,25
4,15,11,27
4,15,12,26
4,15,13,27
4,15,14,26
4,15,15,27
4,15,16,27
4,15,17,28
4,15,18,28
4,15,19,27
4,15,20,27
4,16,1,22
4,16,2,21
4,16,3,24
4,16,4,23
4,16,5,23
4,16,6,24
4,16,7,25
4,16,8,25
4,16,9,25
4,16,10,27
4,16,11,26
4,16,12,27
4,16,13,26
4,16,14,27
4,16,15,27
4,16,16,27
4,16,17,28
4,16,18,28
4,16,19,27
4,16,20,27
4,17,1,21
4,17,2,20
4,17,3,22
4,17,4,22
4,17,5,23
4,17,6,24
4,17,7,24
4,17,8,24
4,17,9,25
4,17,10,24
4,17,11,26
4,17,12,26
4,17,13,26
4,17,14,26
4,17,15,26
4,17,16,27
4,17,17,27
4,17,18,25
4,17,19,28
4,17,20,26
4,18,1,13
4,18,2,12
4,18,3,15
4,18,4,17
4,18,5,16
4,18,6,16
4,18,7,16
4,18,8,17
4,18,9,20
4,18,10,19
4,18,11,22
4,18,12,23
4,18,13,21
4,18,14,20
4,18,15,20
4,18,16,23
4,18,17,24
4,18,18,24
4,18,19,25
4,18,20,23
4,19,1,14
4,19,2,13
4,19,3,14
4,19,4,15
4,19,5,19
4,19,6,19
4,19,7,18
4,19,8,16
4,19,9,20
4,19,10,19
4,19,11,22
4,19,12,22
4,19,13,21
4,19,14,22
4,19,15,23
4,19,16,25
4,19,17,22
4,19,18,24
4,19,19,25
4,19,20,24
4,20,1,14
4,20,2,15
4,20,3,19
4,20,4,17
4,20,5,16
4,20,6,19
4,20,7,18
4,20,8,20
4,20,9,19
4,20,10,21
4,20,11,22
4,20,12,22
4,20,13,24
4,20,14,22
4,20,15,22
4,20,16,26
4,20,17,24
4,20,18,25
4,20,19,24
4,20,20,25
4,21,1,16
4,21,2,12
4,21,3,16
4,21,4,18
4,21,5,18
4,21,6,20
4,21,7,18
4,21,8,21
4,21,9,22
4,21,10,20
4,21,11,23
4,21,12,21
4,21,13,24
4,21,14,23
4,21,15,23
4,21,16,25
4,21,17,24
4,21,18,24
4,21,19,25
4,21,20,24
4,22,1,14
4,22,2,14
4,22,3,18
4,22,4,16
4,22,5,15
4,22,6,20
4,22,7,18
4,22,8,18
4,22,9,19
4,22,10,21
4,22,11,24
4,22,12,22
4,22,13,21
4,22,14,23
4,22,15,21
4,22,16,22
4,22,17,23
4,22,18,24
4,22,19,26
4,22,20,23
4,23,1,16
4,23,2,18
4,23,3,14
4,23,4,17
4,23,5,17
4,23,6,20
4,23,7,19
4,23,8,18
4,23,9,21
4,23,10,21
4,23,11,23
4,23,12,23
4,23,13,22
4,23,14,23
4,23,15,22
4,23,16,24
4,23,17,25
4,23,18,25
4,23,19,22
4,23,20,24
4,24,1,16
4,24,2,16
4,24,3,17
4,24,4,17
4,24,5,17
4,24,6,19
4,24,7,19
4,24,8,21
4,24,9,22
4,24,10,21
4,24,11,23
4,24,12,24
4,24,13,22
4,24,14,23
4,24,15,23
4,24,16,24
4,24,17,25
4,24,18,24
4,24,19,23
4,24,20,24
4,1,1,14
4,1,2,18
4,1,3,16
4,1,4,17
4,1,5,17
4,1,6,20
4,1,7,20
4,1,8,19
4,1,9,22
4,1,10,19
4,1,11,23
4,1,12,23
4,1,13,23
4,1,14,24
4,1,15,22
4,1,16,25
4,1,17,25
4,1,18,25
4,1,19,24
4,1,20,24
4,2,1,15
4,2,2,15
4,2,3,18
4,2,4,19
4,2,5,18
4,2,6,20
4,2,7,19
4,2,8,21
4,2,9,21
4,2,10,21
4,2,11,22
4,2,12,23
4,2,13,22
4,2,14,23
4,2,15,25
4,2,16,26
4,2,17,25
4,2,18,24
4,2,19,24
4,2,20,24
5,12,1,21
5,12,2,22
5,12,3,20
5,12,4,22
5,12,5,21
5,12,6,23
5,12,7,21
5,12,8,23
5,12,9,24
5,12,10,23
5,12,11,24
5,12,12,26
5,12,13,25
5,12,14,25
5,12,15,26
5,12,16,26
5,12,17,27
5,12,18,23
5,12,19,27
5,12,20,26
5,13,1,20
5,13,2,20
5,13,3,21
5,13,4,21
5,13,5,19
5,13,6,21
5,13,7,22
5,13,8,22
5,13,9,26
5,13,10,23
5,13,11,25
5,13,12,24
5,13,13,25
5,13,14,25
5,13,15,26
5,13,16,26
5,13,17,26
5,13,18,27
5,13,19,25
5,13,20,27
5,14,1,21
5,14,2,19
5,14,3,20
5,14,4,21
5,14,5,22
5,14,6,24
5,14,7,24
5,14,8,21
5,14,9,27
5,14,10,23
5,14,11,26
5,14,12,24
5,14,13,25
5,14,14,25
5,14,15,26
5,14,16,25
5,14,17,26
5,14,18,26
5,14,19,26
5,14,20,24
5,15,1,19
5,15,2,18
5,15,3,21
5,15,4,22
5,15,5,22
5,15,6,22
5,15,7,22
5,15,8,24
5,15,9,24
5,15,10,23
5,15,11,26
5,15,12,25
5,15,13,24
5,15,14,25
5,15,15,24
5,15,16,27
5,15,17,25
5,15,18,26
5,15,19,26
5,15,20,26
5,16,1,20
5,16,2,22
5,16,3,22
5,16,4,21
5,16,5,23
5,16,6,23
5,16,7,23
5,16,8,22
5,16,9,24
5,16,10,25
5,16,11,25
5,16,12,25
5,16,13,25
5,16,14,24
5,16,15,25
5,16,16,27
5,16,17,27
5,16,18,26
5,16,19,28
5,16,20,25
5,17,1,18
5,17,2,14
5,17,3,19
5,17,4,18
5,17,5,18
5,17,6,21
5,17,7,20
5,17,8,20
5,17,9,24
5,17,10,22
5,17,11,24
5,17,12,24
5,17,13,24
5,17,14,23
5,17,15,23
5,17,16,24
5,17,17,22
5,17,18,26
5,17,19,24
5,17,20,24
5,18,1,8
5,18,2,6
5,18,3,10
5,18,4,11
5,18,5,8
5,18,6,15
5,18,7,14
5,18,8,15
5,18,9,16
5,18,10,16
5,18,11,18
5,18,12,20
5,18,13,19
5,18,14,20
5,18,15,15
5,18,16,22
5,18,17,21
5,18,18,24
5,18,19,22
5,18,20,21
5,19,1,7
5,19,2,5
5,19,3,8
5,19,4,9
5,19,5,13
5,19,6,14
5,19,7,11
5,19,8,13
5,19,9,16
5,19,10,17
5,19,11,19
5,19,12,19
5,19,13,19
5,19,14,18
5,19,15,19
5,19,16,21
5,19,17,21
5,19,18,23
5,19,19,21
5,19,20,22
5,20,1,9
5,20,2,9
5,20,3,14
5,20,4,11
5,20,5,13
5,20,6,16
5,20,7,15
5,20,8,16
5,20,9,19
5,20,10,20
5,20,11,20
5,20,12,19
5,20,13,19
5,20,14,21
5,20,15,21
5,20,16,21
5,20,17,23
5,20,18,22
5,20,19,22
5,20,20,23
5,21,1,11
5,21,2,11
5,21,3,14
5,21,4,12
5,21,5,13
5,21,6,15
5,21,7,15
5,21,8,14
5,21,9,17
5,21,10,14
5,21,11,19
5,21,12,19
5,21,13,21
5,21,14,20
5,21,15,20
5,21,16,22
5,21,17,23
5,21,18,22
5,21,19,23
5,21,20,22
5,22,1,9
5,22,2,9
5,22,3,12
5,22,4,12
5,22,5,11
5,22,6,11
5,22,7,13
5,22,8,14
5,22,9,17
5,22,10,14
5,22,11,19
5,22,12,17
5,22,13,19
5,22,14,19
5,22,15,19
5,22,16,21
5,22,17,21
5,22,18,22
5,22,19,20
5,22,20,21
5,23,1,9
5,23,2,11
5,23,3,10
5,23,4,12
5,23,5,13
5,23,6,14
5,23,7,17
5,23,8,14
5,23,9,19
5,23,10,18
5,23,11,18
5,23,12,21
5,23,13,20
5,23,14,21
5,23,15,20
5,23,16,23
5,23,17,25
5,23,18,21
5,23,19,22
5,23,20,22
5,24,1,11
5,24,2,10
5,24,3,12
5,24,4,13
5,24,5,14
5,24,6,16
5,24,7,16
